# Dados da tabela: 
# DATA TEMP UMIDADE PRESSAO LUMINOSIDADE
# Obs.: A data está no formato aaaammddHHMMSS; TEMP em graus celsius; UMIDADE em %;
# PRESSAO em Pascal; LUMINOSIDADE sem unidade 

20140708180406	12.3	93.0	101915	476
20140708180505	12.2	93.0	101907	748
20140708180605	12.2	93.0	101915	733
20140708180704	12.2	93.8	101901	733
20140708180804	12.1	93.8	101920	729
20140708180903	12.1	94.8	101920	709
20140708181002	12.1	95.2	101912	383
20140708181102	12.0	94.9	101914	352
20140708181201	12.0	95.2	101914	318
20140708181300	12.0	95.6	101914	745
20140708181400	12.0	95.9	101908	727
20140708181459	11.9	95.7	101914	330
20140708181559	11.9	96.2	101922	324
20140708181658	11.9	95.7	101911	698
20140708181757	11.9	96.0	101916	216
20140708181857	11.8	96.0	101916	251
20140708181956	11.8	96.4	101916	254
20140708182055	11.8	96.2	101913	283
20140708182155	11.7	96.7	101908	735
20140708182254	11.7	96.9	101902	251
20140708182354	11.7	96.8	101907	438
20140708182453	11.6	96.6	101913	250
20140708182552	11.6	96.7	101910	264
20140708182652	11.6	96.9	101901	338
20140708182751	11.6	96.8	101904	328
20140708182850	11.5	96.9	101898	636
20140708182950	11.5	97.3	101898	323
20140708183049	11.5	97.6	101909	585
20140708183149	11.5	97.5	101915	499
20140708183248	11.4	97.5	101912	705
20140708183347	11.4	97.5	101909	664
20140708183447	11.4	98.3	101914	653
20140708183546	11.4	97.9	101909	422
20140708183645	11.3	98.3	101906	542
20140708183745	11.3	98.3	101920	692
20140708183844	11.3	98.7	101919	675
20140708183944	11.2	98.7	101928	679
20140708184043	11.2	99.1	101916	378
20140708184142	11.2	99.4	101914	340
20140708184242	11.2	99.7	101925	238
20140708184341	11.2	99.9	101919	279
20140708184440	11.2	99.9	101928	302
20140708184540	11.2	99.9	101927	580
20140708184639	11.2	99.9	101919	297
20140708184739	11.1	99.9	101927	292
20140708184838	11.1	99.9	101919	713
20140708184937	11.1	99.9	101924	327
20140708185037	11.1	99.9	101919	249
20140708185136	11.1	99.9	101918	282
20140708185235	11.0	99.9	101918	267
20140708185335	11.0	99.9	101918	294
20140708185434	11.0	99.9	101927	284
20140708185534	11.0	99.9	101927	584
20140708185633	11.0	99.9	101929	391
20140708185732	11.0	99.9	101924	560
20140708185832	10.9	99.9	101921	556
20140708185931	10.9	99.9	101926	576
20140708190030	10.9	99.9	101921	387
20140708190130	10.9	99.9	101923	667
20140708190229	10.9	99.9	101918	572
20140708190329	10.8	99.9	101920	321
20140708190428	10.8	99.9	101918	349
20140708190527	10.8	99.9	101920	388
20140708190627	10.8	99.9	101920	322
20140708190726	10.8	99.9	101917	566
20140708190825	10.7	99.9	101920	592
20140708190925	10.7	99.9	101920	582
20140708191024	10.7	99.9	101917	531
20140708191124	10.7	99.9	101914	648
20140708191223	10.6	99.9	101914	605
20140708191322	10.6	99.9	101920	621
20140708191422	10.6	99.9	101928	620
20140708191521	10.6	99.9	101922	320
20140708191620	10.6	99.9	101919	314
20140708191720	10.5	99.9	101930	431
20140708191819	10.5	99.9	101922	306
20140708191919	10.5	99.9	101919	281
20140708192018	10.5	99.9	101927	303
20140708192117	10.4	99.9	101916	309
20140708192217	10.5	99.9	101927	305
20140708192316	10.4	99.9	101919	315
20140708192415	10.4	99.9	101927	313
20140708192515	10.4	99.9	101924	313
20140708192614	10.4	99.9	101921	302
20140708192713	10.4	99.9	101924	439
20140708192813	10.4	99.9	101935	289
20140708192912	10.3	99.9	101929	288
20140708193012	10.3	99.9	101929	262
20140708193111	10.3	99.9	101926	276
20140708193210	10.3	99.9	101924	372
20140708193310	10.3	99.9	101932	316
20140708193409	10.2	99.9	101926	330
20140708193508	10.2	99.9	101923	341
20140708193608	10.2	99.9	101923	319
20140708193707	10.2	99.9	101926	327
20140708193807	10.2	99.9	101934	325
20140708193906	10.2	99.9	101926	463
20140708194005	10.1	99.9	101923	369
20140708194105	10.1	99.9	101929	315
